title_abstract,C23,C04,C14,C10
"Vocal quality of decannulated children following laryngeal reconstruction.
 Laryngotracheal reconstruction with expansion surgery is a reliable method for treatment of laryngotracheal stenosis in children.
 It allows for decannulation of the patient and restoration of vocal communication.
 Previous information regarding vocal quality in these patients has been scant.
 Sixteen children who underwent successful laryngotracheal reconstruction were evaluated using a standardized voice assessment during each of the following: phoneme prolongation, counting, storytelling, and spontaneous conversation.
 Interjudge ratings were obtained to establish reliability.
 The location and severity of the laryngotracheal stenosis and the method of treatment were reviewed.
 Twelve children have a functional voice compared to six preoperatively.
 Overall, vocal parameters suggested a particular pattern consisting of a lower than optimal pitch and a restricted pitch range.
 Laryngotracheal reconstruction does make oral communication possible for children who would otherwise have persistent tracheotomy.
 However, vocal quality appears to be disturbed in most of the patients.
",0,0,0,0
"False-positive immunostaining of normal epithelia and carcinomas with ascites fluid preparations of antimelanoma monoclonal antibody HMB45.
 HMB45 is a melanoma-specific monoclonal antibody that has found widespread use in diagnostic pathology.
 Recent reports, however, have suggested that this antibody may cross-react with a small number of carcinomas and other epithelial cells.
 The authors tested the hypothesis that these latter reports represent examples of false-positive immunostaining by comparing the immunostaining on breast, salivary gland, and lung tumors with the following: (1) a commercial ascites preparation of this monoclonal antibody; (2) a protein A-purified antibody preparation derived from ascites fluid; and (3) supernatant fluid obtained from the hybridoma cell line.
 The authors found that all examples of nonmelanoma immunostaining in the carcinomas tested were eliminated with the nonascites fluid preparations, whereas strong immunostaining of melanomas was retained.
 The authors conclude that contaminated commercial ascites fluid preparations of HMB45 may account for most, if not all, of the reports of nonmelanoma immunostaining with HMB45.
",1,1,0,0
"Spontaneous pneumomediastinum. A report of 25 cases.
 Spontaneous pneumomediastinum (SPM) is a relatively uncommon, infrequently reported entity.
 To determine the clinical presentation and sequelae of SPM, data were obtained from 25 patients: 14 from Hadassah University Hospital, and 11 from other medical institutions.
 The mean age was 18.8 +/- 5.2 years (+/- SD), with a range of 8 to 31 years.
 The most common presenting complaint was retrosternal pain in 22 patients (88 percent), dyspnea in 15 (60 percent), dysphagia in 10 (40 percent), and weakness in 10 (40 percent).
 Predisposing factors for the development of SPM could be identified in 18 patients (72 percent).
 Information on the sequelae of SPM during a mean period of 87.4 +/- 38.0 months following the initial SPM episode was obtained from 23 patients.
 Recurrent SPM occurred in 1 patient at 18 months, and another patient experienced 4 episodes of recurrent spontaneous pneumothorax.
 No other long-term sequelae were reported.
 We conclude that SPM is a benign self-limited disease with diverse clinical manifestations.
 Although uncommon, recurrences of SPM may be observed.
",1,0,0,0
"Soft tissue sarcoma of the pleural cavity.
 Seventeen cases of soft tissue sarcoma (STS) developing in the pleural cavity were collected from Japanese hospitals, and their clinical and pathologic findings summarized.
 Eight of the 17 patients had a 15-year to 50-year (mean, 28.8) history of chronic pleural inflammatory disease (pleuritis, pyothorax, and pulmonary tuberculosis) before the onset of the pleural sarcoma.
 Histologically, malignant fibrous histiocytoma was the most common tumor type (11 cases), followed by angiosarcoma (four).
 The age at diagnosis of the sarcoma ranged from 15 to 74 years (mean, 58); the male-to-female ratio was 3.3:1.
 In the eight cases of sarcoma associated with chronic pleural inflammatory disease, male preponderance was more marked (7:1).
 The commonest presenting symptom was chest pain.
 A mass could be detected by chest roentgenograms in 13 patients and computed tomographic scans in 15 patients.
 No patient had distant metastases at first admission.
 Thirteen patients were treated by surgery, chemotherapy, and/or radiation therapy.
 Thirteen of the 17 patients died 1 to 87 months (mean, 14.2) after therapy for STS.
 The actuarial 1-year survival rate was 38.5%.
 These findings suggest that long-standing pleural inflammation might be an etiologic factor for development of pleural STS.
",1,1,0,0
"Pulmonary edema induced by phagocytosing neutrophils. Protective effect of monoclonal antibody against phagocyte CD18 integrin.
 We studied the changes in pulmonary hemodynamics and lung wet weight induced with opsonized zymosan (OZ) in isolated guinea pig lungs perfused with Ringer-albumin solution containing neutrophils (PMNs).
 Addition of OZ to the PMN-perfused lungs caused pulmonary vasoconstriction and weight gain; neither OZ nor PMNs added individually to the perfusate altered pulmonary vasomotor tone or wet weight.
 The steady gain in lung weight by 1,588 +/- 464 mg over the 45-minute study period was associated with pulmonary capillary hypertension and an increase in the capillary filtration coefficient, indicative of increased lung vascular permeability.
 These responses may not be due to generation of oxygen radicals, because the alterations in pulmonary hemodynamics and lung weight were not reduced by addition of superoxide dismutase, catalase, or superoxide dismutase plus catalase.
 We examined the basis of the PMN-mediated effects by layering PMNs on bovine pulmonary artery endothelial monolayers.
 Challenge with OZ resulted in increased endothelial permeability to 125I-albumin.
 The monoclonal antibody IB4 (directed against CD18, the common beta-subunit of structurally related adhesion receptors on phagocytes, LFA-1, Mac-1, and P150,95) prevented the OZ-mediated increase in PMN adherence to endothelial cells and the increase in endothelial permeability to 125I-albumin.
 IB4 also inhibited the lung weight gain mediated by the OZ-stimulated PMNs in intact lungs.
 The protective effect of IB4 could be ascribed neither to inhibition of uptake of OZ by PMNs nor to inhibition of release of oxygen radicals, myeloperoxidase, and elastase.
",0,0,0,0
"Molecular pathologic study of human papillomavirus infection in inverted papilloma and squamous cell carcinoma of the nasal cavities and paranasal sinuses.
 Nasal inverted papilloma is a rare benign tumor occasionally associated with squamous cell carcinoma.
 To determine the etiological role of human papillomavirus in inverted papilloma, and to clarify the relationship between human papillomavirus and malignant transformation of this benign tumor, we retrospectively analyzed inverted papillomas from 26 patients, 7 of whom had squamous cell carcinoma.
 We used an immunohistochemical method and molecular pathologic techniques, or dot-blot hybridization of DNA extracted from paraffin-embedded tissues, in situ hybridization, and polymerase chain reaction.
 Human papillomavirus was detected in 5 of 26 patients (19%), 3 patients with human papillomavirus 11 and 2 patients with human papillomavirus 16.
 The latter 2 patients had inverted papillomas associated with squamous cell carcinoma.
 We speculate that human papillomavirus may be related to the malignant transformation of inverted papillomas.
",0,1,0,0
"Severe preeclampsia presenting as dysphonia secondary to uvular edema. A case report.
 In addition to hypertension and proteinuria, generalized edema is seen commonly in women with severe preeclampsia.
 A patient presented to us at term with the complaint of dysphonia.
 Upon examination she appeared to be clearly preeclamptic and had a grossly edemetous uvula, which we think occurred secondary to generalized edema.
 This case might be the first reported one of preeclampsia presenting as dysphonia and of uvular edema in association with preeclampsia.
",1,0,0,0
"Pulmonary concerns and the exercise prescription.
 When writing an exercise prescription, the contributions of the pulmonary system are commonly forgotten.
 The lung has a tremendous potential to improve its work output, and its contributions are only realized when pulmonary disease or environmental stresses of altitude limit pulmonary performance.
 At altitudes of 5000 feet above sea level, hypoxia is significant in limiting aerobic capacity, and the exercise prescription should follow relative percentages of VO2max guided by the training heart rate rather than actual work output.
 Training at altitude will improve performance at altitude, but training at altitude does not always improve sea level performance.
 Suggestions of using longer recovery intervals, sojourns back and forth from sea level to altitude, and shorter-duration, high-intensity exercise sessions may help improve sea level performance, but more research is needed.
 The limitations of reactive airway disease and exercise-induced asthma can be minimized with proper attention to training techniques, environmental modifications, and pharmacologic treatment.
 In the 1984 Olympics, 41 medals were won by athletes with the diagnosis of reactive airway disease.
 Finally, the crippling limitations of chronic obstructive bronchopulmonary disease can be improved by a proper exercise rehabilitation program that uses an accurate and thorough assessment procedure prior to beginning an exercise program.
 Also, careful follow-up and continual monitoring of cardiac rhythm, oximetry, and exercise intensity of the pulmonary impaired patient will result in optimal improvement in the patient's sense of well-being, tolerance to dyspnea, and increased ability to do aerobic work, as well as an enhanced quality of life.
",0,0,0,0
"Comparison of cetirizine with astemizole in the treatment of perennial allergic rhinitis and study of the concomitant effect on histamine and allergen-induced wheal responses.
 Thirty patients suffering from perennial allergic rhinitis took astemizole and cetirizine, 10 mg/d, under double-blind, crossover randomized conditions for 4 weeks.
 Four weeks washout separated the two periods.
 Nasal condition was improved, histamine and allergen-induced wheal responses were inhibited by both treatments with a slight advantage for cetirizine.
 Both treatments were well tolerated.
",0,0,0,0
"A multivariate analysis of the risk of pulmonary complications after laparotomy.
 We evaluated the relationship between PPC and various putative risk factors in a prospective longitudinal study of 1,000 patients undergoing abdominal surgery.
 Transient subclinical events were excluded by defining PPC as positive clinical findings in combination with either positive sputum microbiology, unexplained pyrexia, or positive chest roentgenographic findings.
 The overall incidence of PPC was 23.2 percent (232/1,000).
 Multivariate analysis identified seven factors which were associated with PPC: ASA classification greater than 2, upper abdominal surgery, residual intraperitoneal sepsis, age greater than 59 years, BMI greater than 25, preoperative hospital stay greater than 4 days, and colorectal or gastroduodenal surgery (overall F score = 33.5, p less than 0.0001).
 The ASA classification was the most powerful indicator of risk in both the univariate and the multivariate analyses.
 The combination of ASA classification greater than 1 and age greater than 59 years identified 88 percent (205 of 232) of the patients who developed PPC.
 These findings provide clinicians and clinical investigators with a simple means of identifying patients who are at high risk of PPC after abdominal surgery.
",0,0,0,0
"Ultrasonography as a method of examination of the frontal sinus.
 This prospective study was performed to evaluate the reliability of ultrasonography for the detection of fluid and mucosal swelling in the frontal sinus.
 The evaluation was based on a comparison of the preoperative ultrasonographic results with the surgical findings in 27 frontal sinuses.
 Ultrasonography was found to be a reliable method for the demonstration or exclusion of mucosal swelling and accumulated fluid (sensitivity 92%; specificity 93%).
",0,0,0,0
"Cultured peripheral blood mononuclear cells derived from patients with acute severe asthma (""status asthmaticus"") spontaneously elaborate a neutrophil chemotactic activity distinct from interleukin-8.
 Peripheral blood mononuclear cells (PBMC) isolated from patients with acute severe asthma on the day of admission to hospital were cultured in vitro in serum-free medium in the absence of mitogenic stimulants for as long as 72 h.
 PBMC isolated from control groups (mild asthma, chronic obstructive airway disease, normal subjects) were cultured in a similar fashion.
 After incubation, the culture supernatants were tested for neutrophil chemotactic activity (NCA) using a modified Boyden chamber technique.
 PBMC from patients with acute severe asthma elaborated significantly greater amounts of NCA into the culture supernatants as compared with all three control groups (p less than 0.01).
 The amounts of PBMC-derived NCA from the same patients after 7 days of hospital therapy and clinical improvement were reduced (p less than 0.01).
 A correlation was observed between the extent of reduction in spontaneous release of NCA by PBMC derived from patients with acute severe asthma and the degree of clinical improvement of their asthma (p less than 0.02).
 Both monocytes and lymphocytes, when cultured separately, released NCA in amounts sufficient to account for the total activity released by unfractionated PBMC.
 NCA in PBMC culture supernatants accumulated progressively with time, a process inhibited in a dose-dependent fashion by cycloheximide.
 The amounts of NCA in culture supernatants did not correlate with the concentrations of histamine in lysates of the PBMC prepared just prior to culture.
",0,0,0,0
"Constant-flow insufflation prevents arterial oxygen desaturation during endotracheal suctioning.
 In mechanically ventilated patients, disconnection from the ventilator and endotracheal suctioning can induce major arterial oxygen desaturation resulting from apnea, changes in inspired oxygen fraction, and decrease in lung volume.
 The aim of this study was to test the efficacy of a simple method of delivering oxygen and maintaining lung volume during this process.
 Our study was conducted in two parts.
 In the first part, constant-flow insufflation of oxygen (CFI) was used in seven patients ventilated for acute respiratory failure (PaO2/FlO2 = 347 +/- 33 mm Hg) as a means of maintaining arterial oxygenation during apnea and disconnection from the ventilator.
 CFI was administered via a modified endotracheal tube in which small capillaries allowed delivery of a high-velocity jet flow near the tracheal end of the tube during disconnection from the ventilator.
 In comparison to apnea alone, CFI prevented a fall in arterial oxygen tension (16 +/- 7 mm Hg during CFI versus 117 +/- 27 during apnea, after 90 s of disconnection in the two situations, p less than 0.001), whereas it did not reduce the development of hypercapnia.
 The efficacy of CFI resulted both from the injection of oxygen into the trachea and from the maintenance of positive alveolar pressure induced by air entrainment (mean 10.4 +/- 1.1 cm H2O), preventing a fall in lung volume usually occurring after disconnection (+338 +/- 88 ml during CFI versus -344 +/- 64 ml during apnea, p less than 0.01).
 In the second part of the study CFI was used to prevent arterial oxygen desaturation induced by endotracheal suctioning.
",0,0,0,0
"Perinatal transmission of human papillomavirus.
 Human papillomavirus infection is probably the most prevalent sexually transmitted disease in the United States.
 In adults, it is associated with condylomata acuminata and with neoplastic changes ranging from dysplasia to carcinoma.
 Infected mothers may transmit human papillomavirus during the perinatal period; affected children face prolonged, difficult treatment for respiratory papillomatosis.
 Prevention of infection remains the best approach, since diagnostic and therapeutic methods are suboptimal.
",0,1,0,0
"Cytomegalovirus infections in bone marrow transplant recipients given intensive cytoreductive therapy.
 Cytomegalovirus (CMV) infections were studied in 785 bone marrow transplant recipients given intensive cytoreductive therapy.
 CMV excretion occurred in 24%, viremia in 9%, seroconversion in 40%, and overall active infection in 47%.
 CMV disease was much less common.
 Retinitis, enteritis, and pneumonitis occurred in only one, five (less than 1%), and 55 (7%) of the patients, respectively.
 Allograft recipients were more likely to develop CMV disease than were autograft patients (P = .0001) despite comparable rates of active CMV infection.
 CMV disease was rare after primary infection in both autograft and allograft recipients (0 and 1%, respectively).
 In contrast, CMV disease occurred in 16% of seropositive allograft recipients.
 Among allograft recipients, risk factors for CMV pneumonitis were seropositivity, age greater than 10 years, and acute graft-vs.-host disease, while the use of cyclosporine as prophylaxis against graft-vs.-host disease was protective.
 Although active infection rates did not decrease, the rates of CMV pneumonitis in allograft recipients during successive years declined significantly (P less than .001).
",0,1,0,0
"Ultrasound in the diagnosis of the juxta-pleural lesion.
 Any opacity on a chest radiograph has a wide differential diagnosis.
 Plain radiography and computed tomography may help to differentiate whether bone, intercostal soft tissue or mediastinum are involved.
 Bronchoscopy is often negative with peripheral lesions.
 This leaves the physician with a diagnostic problem.
 We examined ultrasonically 30 patients with juxta-pleural lesions and performed cutting biopsy in 27.
 Twenty-four of these produced positive histology (90%).
 The three that were not biopsied were anechoic and had pulsatile lesions due to vascular abnormalities.
 There were four benign lesions all with hypoechoic appearances and the 20 malignant cases showed a wide spectrum of echogenicity.
 Of the malignant lesions, 90% showed pleural line disruption with reduced respiratory movement suggesting chest wall invasion.
 There were no complications, despite using cutting biopsy.
",0,1,0,0
"Pharmacokinetics of cefepime in patients with respiratory tract infections.
 The steady-state pharmacokinetics of cefepime were evaluated in 10 middle-aged and elderly patients with acute lower respiratory tract infections who were receiving 1 g intravenously every 12 h.
 One preinfusion and 15 postinfusion serum samples and total urine output were collected over one dosing interval between days 3 and 8 of therapy.
 Cefepime concentrations in serum over time exhibited a multicompartmental profile.
 Peak and trough concentrations in serum determined by a validated high-performance liquid chromatography method were 71.2 +/- 17.2 (mean +/- standard deviation) and 6.0 +/- 4.9 mg/liter, respectively.
 The steady-state volume of distribution was 0.22 +/- 0.05 liter/kg.
 Elimination half-lives ranged from 1.93 to 6.04 h (3.92 +/- 1.28 h), and total body clearances ranged from 36.9 to 102 ml/min per 1.73 m2 (73.0 +/- 19.7 ml/min per 1.73 m2).
 The disposition of cefepime at steady state in patients was comparable to previous observations in healthy elderly volunteers.
 The predictive performance of regression equations derived from single-dose studies in volunteers relating creatinine clearance with total body and renal clearances of cefepime exhibited slight biases (mean predictive errors, -9.7 and 2.1 ml/min per 1.73 m2, respectively) and similar precisions.
 Predicted and observed total body clearances (63.3 +/- 25.1 versus 73.0 +/- 19.7 ml/min per 1.73 m2, respectively) and renal clearances (51.3 +/- 24.4 versus 49.3 +/- 19.6 ml/min per 1.73 m2, respectively) were not significantly different.
 The pharmacokinetics of cefepime in infected patients appeared to be unaltered by illness, and the steady-state disposition of cefepime was predictable from data derived from single-dose studies in volunteers.
",0,0,0,0
"Relationship between blood plasma prostaglandin E2 and liver and lung metastases in colorectal cancer.
 The relationship of prostaglandin E2, of which a large amount is produced in various neoplasms, and hematogenous distant metastases was investigated in a total of 44 colorectal cancer patients because of its varied pathophysiologic potentials.
 The authors found significantly high levels of PGE2 in local venous blood draining the carcinoma and in peripheral blood in cases with liver or lung metastasis, as well as a significantly large amount of PGE2 production in the carcinoma tissue.
 The results suggest that increased local blood PGE2 could enhance the metastasis formation, and increased peripheral blood PGE2 may be useful in the detection of such metastasis in colorectal cancer.
",0,1,0,0
"Intercostal arteriovenous fistula due to pleural biopsy 
 A 32 year old woman had a pleural biopsy for a left pleural effusion, which showed caseating granuloma typical of tuberculosis.
 When the fourth biopsy specimen was removed considerable bleeding occurred from the puncture site.
 Four days later a bruit was audible over the punctured area, radiating to the back.
 Eight days after the procedure the patient had a massive bleed into the left pleural space.
 Selective aortic angiography showed an arteriovenous fistula between the 9th intercostal artery and vein and a pseudoaneurysm in the intercostal punctured area.
 Thoracotomy showed bleeding from the site of the pleural biopsy.
 The intercostal vessels were ligated and pleural decortication was performed, and the patient recovered uneventfully.
",1,0,1,0
"Early tracheostomy for primary airway management in the surgical critical care setting.
 During a 12-month period, 264 patients with multiple injuries who required mechanical ventilation were admitted to the surgical intensive care unit.
 One hundred twenty patients (46%) were disengaged from the ventilator, and 38 patients (14%) died.
 Of the remaining 106 patients (40%) 51 patients (group I) were to receive tracheostomy within 1 to 7 days, and 55 patients (group II) underwent late (8 or more days after admission) tracheostomy.
 Multiple variables in four categories (admission, operative, ventilatory, and outcome) were analyzed prospectively to define the impact that early tracheostomy had on duration of mechanical ventilation, intensive care stay, and hospital stay.
 Morbidity and mortality rates of the procedures were assessed.
 Early tracheostomy, in a homogeneous group of critically ill patients, is associated with a significant decrease in duration of mechanical ventilation, as well as shorter intensive care unit and hospital stays, compared with translaryngeal endotracheal intubation.
 There were no deaths attributable to tracheostomy, and overall morbidity of the procedures was 4%.
 We conclude that early tracheostomy has an overall risk equivalent to that of endotracheal intubation.
 Furthermore, early tracheostomy shortens days on the ventilator and intensive care unit and hospital days and should be considered for patients in the intensive care unit at risk for more than 7 days of intubation.
",1,0,0,0
"Role of histamine in natural killer cell-mediated resistance against tumor cells.
 The formation of lung metastases by i.v.-injected B16 melanoma (F1 and F10 strain) cells in Swiss albino, C57BL/6, and BALB/c mice was reduced by a single dose of histamine given 24 h before tumor cell inoculation.
 The antimetastatic effect of histamine was specifically mediated by histamine H2-receptors (H2R): it was blocked by the H2R antagonist ranitidine and mimicked by dimaprit, a specific H2R agonist but not by an H2R-inactive structural analog of this compound, nor-dimaprit, or the H1R agonist 2-thiazolyl-ethylamide.
 A single dose of any of the H2R antagonists ranitidine, tiotidine, famotidine, or cimetidine drastically augmented metastasis.
 Effects of H2R-interactive compounds on B16 metastasis required intact NK cells, as judged by the inability of histamine or ranitidine to affect B16 metastasis after NK cell depletion in vivo using antibodies to asialo-GM1.
 NK-cell-mediated lysis of YAC-1 lymphoma cells in vivo was enhanced by histamine and reduced by ranitidine within 4 h after inoculation of tumor cells.
 The antimetastatic effect of IL-2 was potentiated by histamine; in some experiments, combined treatment with a low dose of IL-2 (6000 U/kg) and histamine completely eliminated metastasis, whereas concomitant treatment with ranitidine abrogated antimetastatic effects of IL-2; animals treated with ranitidine and IL-2 displayed the same level of enhanced metastasis as those treated with ranitidine alone.
 The presented data are suggestive of an earlier unrecognized role for histamine in NK cell-mediated resistance against metastatic tumor cells.
",1,1,0,0
"Effects of prolonged inhalation of N-formyl-methionyl-leucyl-phenylalanine in rabbits.
 On the basis of its potent proinflammatory and spasmogenic effects, N-formyl-methionyl-leucyl-phenylalanine (FMLP), a bacterial oligopeptide, is a putative mediator of bronchoconstriction and airway inflammation during bacterial bronchial infection.
 However, after an FMLP dose-response curve in rabbits, tachyphylaxis to a second challenge was seen in some rabbits and airway inflammation was absent.
 This study was designed to reproduce the more prolonged airway exposure to FMLP that may occur during bacterial infection.
 Two groups of rabbits received FMLP [5 mg/ml in 66% dimethyl sulfoxide- (DMSO) saline] or DMSO diluent alone by nebulization every 15 min for 2 h.
 Pulmonary resistance (RL) was measured at 1 and 2 h.
 Recovery from bronchoconstriction was also assessed by measuring RL every 30 min for 2 h after the final FMLP administration.
 Sections of trachea and large bronchi were prepared and graded by quadrant from 0 to 3 for inflammation, a total score from 0 to 12 being given for each section.
 There was a progressive increase in RL in FMLP-treated rabbits, reaching 68 +/- 9% above baseline after 120 min, a significantly greater change than after diluent, 8 +/- 12% (P less than 0.01).
 RL remained elevated above baseline for 90 min after the final FMLP dose.
 Inflammation scores were greater after FMLP than DMSO: 9.3 +/- 0.5 vs.
 4.3 +/- 0.7 (P less than 0.01) in trachea and 5.2 +/- 0.4 vs.
 1.7 +/- 0.5 (P less than 0.01) in lobar bronchi.
 We conclude that prolonged exposure of airways to FMLP produces a sustained increase in RL and airway inflammation, the cardinal features of infective exacerbations of chronic airflow limitation.
",1,0,0,0
"Extramedullary nasal plasmacytoma.
 The literature on this rare tumour has been reviewed and three cases of nasal plasmacytoma are described.
 Immunohistochemistry demonstrated cytoplasmic IgA and Kappa determinants in all cases.
 Two patients are disease-free at the present time, the third developed an IgG-k multiple myeloma, previously not described in the literature.
",0,1,0,0
"Thoracoscopic carbon dioxide laser treatment of bullous emphysema.
 A new technique of thoracoscopic laser ablation of pulmonary bullae suitable for patients with multiple bullae and diffuse emphysema was developed and assessed in 22 patients.
 20 of 22 patients survived.
 Pre-operative and postoperative functional evaluation is available for the 11 patients followed up for more than a month; at 1 to 3 months postoperatively there were increases in FVC (mean 2.0 litres pre-operatively to 2.7 litres postoperatively, p less than 0.001), in FEV1 (0.74 to 1.06 litres, p = 0.01), and in maximum exercise treadmill times (5.4 min to 8.0 min, p less than 0.01).
 Postoperative air leaks lasted a mean of 13 days and usually resolved spontaneously.
 Other complications were bleeding (1 patient) and unilateral acute lung injury (1 patient).
 These results suggest that selected patients with diffuse emphysema and pulmonary bullae may benefit from thoracoscopic carbon dioxide laser ablation.
",1,1,0,0
"The beta-type transforming growth factor. Mediators of cell regulation in the lung.
 An increased interest in the role of growth factors in the regulation of processes concerning normal and pathologic lung physiology has spurred a flurry of research in this area.
 Peptide growth factors are known to control not only cell proliferation but other events such as differentiation, chemotaxis, and matrix deposition as well.
 The transforming growth factor beta (TGF beta) family of regulatory peptides serves as a prime example to illustrate the multiplicity of effects elicited by peptide growth factors in various lung-derived cell types.
 At present, the TGF beta family consists of at least 17 proteins and, based on sequence analysis, they can be divided into two groups: a cluster that shows very high sequence similarity to TGF beta 1, the closely related group, and a cluster that shows weaker sequence similarity to TGF beta 1, the distantly related group.
 The purpose of this brief review is to summarize the salient features of TGF beta structure and regulatory abilities of the closely related group.
 In addition, we will outline the evidence suggesting a role for TGF beta in normal lung development and physiology.
 Emphasis will be placed on studies with the closely related members TGF beta 1 and TGF beta 2 because, until recently, purified protein was available only for these two proteins.
",0,1,0,0
"Evolution of nocturnal oxyhemoglobin desaturation in patients with chronic obstructive pulmonary disease and a daytime PaO2 above 60 mm Hg.
 We studied 31 clinically stable chronic obstructive pulmonary disease (COPD) patients with a PaO2 greater than or equal to 60 mm Hg using polysomnographic sleep study at baseline (between 1983 and 1986) and at a mean follow-up time of 42.5 months to examine the evolution of rapid-eye-movement (REM) sleep nocturnal oxyhemoglobin desaturation (NOD).
 Arterial blood gases and spirometry measured at baseline and follow-up were compared with mean nocturnal SaO2 and to other REM sleep SaO2 parameters.
 We postulated that the onset of NOD would be seen most frequently in those patients with marked derangements of lung mechanics and greater longitudinal deterioration in arterial blood gases.
 Eight of the subjects developed REM-NOD on follow-up polysomnography.
 The appearance of REM-NOD was not related, or only minimally so, to initial PaO2, PaCO2, or mean nocturnal SaO2.
 Upon follow-up, however, the onset of NOD was always associated with deterioration of daytime PaO2 and PaCO2, mainly in those patients with the most severe baseline derangement of spirometry (lung mechanics).
 On the other hand, one group showed equivalent deterioration in daytime PaO2 and a stable PaCO2 but had less severely deranged baseline mechanics and demonstrated a fall in mean nocturnal SaO2 only.
 The findings in this latter group indicate that the development of NOD is not purely a result of decreasing daytime PaO2.
 We conclude that the onset of REM-NOD is mainly related to a severe derangement of lung mechanics with deterioration of resting awake gas exchange (progressive hypoxemia, hypercarbia, and worsening airflow).
",0,0,0,0
"Surfactant apoprotein-A concentration in sputum for diagnosis of pulmonary alveolar proteinosis.
 Pulmonary alveolar proteinosis (PAP), a disease characterised by accumulation of surfactant in alveoli, is diagnosed on the basis of invasive biopsy procedures.
 We have measured apoprotein A (SP-A) concentrations in sputum to see if this is useful for the diagnosis of PAP.
 Sputum samples from three patients with PAP and twenty patients with other pulmonary disease were assayed using monoclonal antibodies to SP-A.
 SP-A concentrations were 400 times higher in patients with PAP than in the controls, suggestions that this measurement is useful for the diagnosis of PAP especially where lung biopsy is contraindicated.
",0,0,0,0
"Lymphocytic interstitial pneumonitis in autoimmune thyroid disease.
 Four patients are described who were found to have autoimmune thyroid disease associated with lymphocytic interstitial pneumonitis.
 The patients were not receiving any medications known to cause lymphocytic interstitial pneumonitis.
 Their response to steroid therapy and the relapse of their clinical symptoms after steroid withdrawal support an underlying immunologic dysfunction.
 It is proposed that lymphocytic interstitial pneumonitis may be yet another manifestation of immune dysfunction in autoimmune thyroid disease.
",0,0,0,0
"Comparative study of the effects of three angiotensin converting enzyme inhibitors on the cough reflex.
 To compare the effects of three different angiotensin converting enzyme (ACE) inhibitors on the cough reflex, capsaicin and citric acid challenge tests were done in normal subjects and hypertensive patients before and after administration of delapril, captopril, or enalapril.
 Two groups of 7 normal subjects (single dose study: 15 mg delapril v 18.75 mg captopril or 2.5 mg enalapril) and a group of 6 mildly hypertensive patients (1 week study: cross-over administration of 30 mg/day delapril, 37.5 mg/day captopril, or 5 mg/day enalapril) were studied.
 Another group of 6 patients with essential hypertension was treated with three ACE inhibitors for 4 weeks in a randomized order, with a 2 week washout period between active therapies.
 Aerosols of 1 mumol/L and 3 mumol/L capsaicin and 0.68% citric acid in 0.9% NaCl were generated by an ultrasonic nebulizer, and the frequency of cough was counted during inhalation.
 Delapril treatment resulted in substantially fewer patients with a significant increase (greater than or equal to 4 coughs during treatment than during the control period) in the frequency of cough than did captopril treatment.
 In the 1 and 4 week studies, enalapril and captopril had substantially more occurrences of significantly increased capsaicin-induced cough than did delapril.
 These results indicate that delapril has the least cough stimulatory effect among these ACE inhibitors, which may be clinically beneficial.
",0,0,1,0
"The growing teratoma syndrome.
 A 26-year-old man presented with multiple pulmonary nodules and a left testicular mass.
 Combination chemotherapy for a malignant, mixed germ cell testicular tumor resulted in shrinkage of the pulmonary nodules and normalization of the tumor markers (beta-HCG, LDH and AFP).
 Subsequent surgical excision performed for enlargement of the pulmonary nodules revealed mature teratomas, diagnostic of the GTS.
",0,1,0,0
"Pneumocystis carinii infections in HIV-infected children.
 Since 1981, 1200 children with acquired immunodeficiency syndrome have been reported to the Centers for Disease Control.
 Among these children, Pneumocystis carinii has been the leading cause of serious morbidity and mortality.
 This review discusses the epidemiology, diagnosis, and treatment of P.
 carinii.
",0,0,0,0
"Cardiorespiratory effects of endoscopic esophageal variceal sclerotherapy.
 Endoscopic variceal sclerotherapy (EVS) is an effective means of controlling variceal hemorrhage, which develops as a consequence of portal hypertension.
 While esophageal perforation, ulceration, strictures, and mediastinitis are potential complications associated with this procedure, it is not clear whether isolated pleuropulmonary events such as pleuritis, pneumonitis, and adult respiratory distress syndrome are causally related to the EVS.
 Endoscopy and sedation with the attendant risk of aspiration, particularly in the background of hepatic encephalopathy, may account for some of these events.
 Recent controlled studies of respiratory function demonstrate that EVS as such results in minor changes in gas exchange, lung volumes, and pulmonary and systemic hemodynamics.
 Most pulmonary complications have been reported with the use of sodium morrhuate sclerosant.
 Comparative studies among different sclerosants are necessary to evaluate relative safety.
 Finally, there have been rare reports of myocardial ischemia and pericarditis reported in association with EVS, but these are of a transient nature.
 Chest symptoms, roentgenographic pleuropulmonary changes, pulmonary hemodynamics, and cardiac perturbations are transient and should not preclude offering EVS to patients with variceal hemorrhage.
",0,0,1,0
"Paraneoplastic limbic encephalitis: clinico-pathological correlations.
 Three new cases of limbic encephalitis in association with malignancy are reported.
 The literature on this condition is reviewed and the clinical, laboratory and histopathological features of cases proven at necropsy are correlated.
 The possible pathogenic mechanism of this disorder is discussed.
",0,1,0,0
